주차장코드,주차장명,주소,주차장 종류,주차장 종류명,운영구분,운영구분명,전화번호,주차현황 정보 제공여부,주차현황 정보 제공여부명,총 주차면,유무료구분,유무료구분명,야간무료개방여부,야간무료개방여부명,평일 운영 시작시각(HHMM),평일 운영 종료시각(HHMM),주말 운영 시작시각(HHMM),주말 운영 종료시각(HHMM),공휴일 운영 시작시각(HHMM),공휴일 운영 종료시각(HHMM),최종데이터 동기화 시간,"토요일 유,무료 구분","토요일 유,무료 구분명","공휴일 유,무료 구분","공휴일 유,무료 구분명",월 정기권 금액,노상 주차장 관리그룹번호,기본 주차 요금,기본 주차 시간(분 단위),추가 단위 요금,추가 단위 시간(분 단위),버스 기본 주차 요금,버스 기본 주차 시간(분 단위),버스 추가 단위 시간(분 단위),버스 추가 단위 요금,일 최대 요금,위도,경도
1496801,개포주공5단지북측(구),강남구 개포동 186-4 ,NS,노상 주차장,1,시간제 주차장,02-445-8879,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1900,0,0,2025-07-17 18:10,N,무료,Y,유료,120000,1.16801E+12,300,5,300,5,0,0,0,0,0,37.48889229,127.0689911
1496801,개포주공5단지북측(구),강남구 개포동 186-4 ,NS,노상 주차장,1,시간제 주차장,02-445-8879,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1900,0,0,2025-07-17 18:10,N,무료,Y,유료,120000,1.16801E+12,300,5,300,5,0,0,0,0,0,37.48871692,127.0684495
1496801,개포주공5단지북측(구),강남구 개포동 186-4 ,NS,노상 주차장,1,시간제 주차장,02-445-8879,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1900,0,0,2025-07-17 18:10,N,무료,Y,유료,120000,1.16801E+12,300,5,300,5,0,0,0,0,0,37.48852536,127.0678396
1496801,개포주공5단지북측(구),강남구 개포동 186-4 ,NS,노상 주차장,1,시간제 주차장,02-445-8879,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1900,0,0,2025-07-17 18:10,N,무료,Y,유료,120000,1.16801E+12,300,5,300,5,0,0,0,0,0,37.48891014,127.069045
1496801,개포주공5단지북측(구),강남구 개포동 186-4 ,NS,노상 주차장,1,시간제 주차장,02-445-8879,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1900,0,0,2025-07-17 18:10,N,무료,Y,유료,120000,1.16801E+12,300,5,300,5,0,0,0,0,0,37.48896072,127.069182
1496801,개포주공5단지북측(구),강남구 개포동 186-4 ,NS,노상 주차장,1,시간제 주차장,02-445-8879,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1900,0,0,2025-07-17 18:10,N,무료,Y,유료,120000,1.16801E+12,300,5,300,5,0,0,0,0,0,37.48825822,127.0670429
1496801,개포주공5단지북측(구),강남구 개포동 186-4 ,NS,노상 주차장,1,시간제 주차장,02-445-8879,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1900,0,0,2025-07-17 18:10,N,무료,Y,유료,120000,1.16801E+12,300,5,300,5,0,0,0,0,0,37.48824037,127.0669891
1496801,개포주공5단지북측(구),강남구 개포동 186-4 ,NS,노상 주차장,1,시간제 주차장,02-445-8879,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1900,0,0,2025-07-17 18:10,N,무료,Y,유료,120000,1.16801E+12,300,5,300,5,0,0,0,0,0,37.48893335,127.0691013
1496801,개포주공5단지북측(구),강남구 개포동 186-4 ,NS,노상 주차장,1,시간제 주차장,02-445-8879,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1900,0,0,2025-07-17 18:10,N,무료,Y,유료,120000,1.16801E+12,300,5,300,5,0,0,0,0,0,37.48815928,127.0667447
1496801,개포주공5단지북측(구),강남구 개포동 186-4 ,NS,노상 주차장,1,시간제 주차장,02-445-8879,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1900,0,0,2025-07-17 18:10,N,무료,Y,유료,120000,1.16801E+12,300,5,300,5,0,0,0,0,0,37.48845456,127.0676241
1496801,개포주공5단지북측(구),강남구 개포동 186-4 ,NS,노상 주차장,1,시간제 주차장,02-445-8879,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1900,0,0,2025-07-17 18:10,N,무료,Y,유료,120000,1.16801E+12,300,5,300,5,0,0,0,0,0,37.48876094,127.0685841
1496801,개포주공5단지북측(구),강남구 개포동 186-4 ,NS,노상 주차장,1,시간제 주차장,02-445-8879,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1900,0,0,2025-07-17 18:10,N,무료,Y,유료,120000,1.16801E+12,300,5,300,5,0,0,0,0,0,37.48876986,127.0686111
1496801,개포주공5단지북측(구),강남구 개포동 186-4 ,NS,노상 주차장,1,시간제 주차장,02-445-8879,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1900,0,0,2025-07-17 18:10,N,무료,Y,유료,120000,1.16801E+12,300,5,300,5,0,0,0,0,0,37.4885575,127.0679228
1496801,개포주공5단지북측(구),강남구 개포동 186-4 ,NS,노상 주차장,1,시간제 주차장,02-445-8879,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1900,0,0,2025-07-17 18:10,N,무료,Y,유료,120000,1.16801E+12,300,5,300,5,0,0,0,0,0,37.48854857,127.0678958
1496801,개포주공5단지북측(구),강남구 개포동 186-4 ,NS,노상 주차장,1,시간제 주차장,02-445-8879,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1900,0,0,2025-07-17 18:10,N,무료,Y,유료,120000,1.16801E+12,300,5,300,5,0,0,0,0,0,37.48823145,127.0669621
1496801,개포주공5단지북측(구),강남구 개포동 186-4 ,NS,노상 주차장,1,시간제 주차장,02-445-8879,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1900,0,0,2025-07-17 18:10,N,무료,Y,유료,120000,1.16801E+12,300,5,300,5,0,0,0,0,0,37.4889518,127.0691551
1496801,개포주공5단지북측(구),강남구 개포동 186-4 ,NS,노상 주차장,1,시간제 주차장,02-445-8879,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1900,0,0,2025-07-17 18:10,N,무료,Y,유료,120000,1.16801E+12,300,5,300,5,0,0,0,0,0,37.48875142,127.0685572
1496801,개포주공5단지북측(구),강남구 개포동 186-4 ,NS,노상 주차장,1,시간제 주차장,02-445-8879,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1900,0,0,2025-07-17 18:10,N,무료,Y,유료,120000,1.16801E+12,300,5,300,5,0,0,0,0,0,37.488213,127.0669083
1496801,개포주공5단지북측(구),강남구 개포동 186-4 ,NS,노상 주차장,1,시간제 주차장,02-445-8879,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1900,0,0,2025-07-17 18:10,N,무료,Y,유료,120000,1.16801E+12,300,5,300,5,0,0,0,0,0,37.48873536,127.0685033
1496801,개포주공5단지북측(구),강남구 개포동 186-4 ,NS,노상 주차장,1,시간제 주차장,02-445-8879,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1900,0,0,2025-07-17 18:10,N,무료,Y,유료,120000,1.16801E+12,300,5,300,5,0,0,0,0,0,37.48850751,127.0677857
1496801,개포주공5단지북측(구),강남구 개포동 186-4 ,NS,노상 주차장,1,시간제 주차장,02-445-8879,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1900,0,0,2025-07-17 18:10,N,무료,Y,유료,120000,1.16801E+12,300,5,300,5,0,0,0,0,0,37.48882937,127.068775
1496801,개포주공5단지북측(구),강남구 개포동 186-4 ,NS,노상 주차장,1,시간제 주차장,02-445-8879,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1900,0,0,2025-07-17 18:10,N,무료,Y,유료,120000,1.16801E+12,300,5,300,5,0,0,0,0,0,37.48851644,127.0678126
1496801,개포주공5단지북측(구),강남구 개포동 186-4 ,NS,노상 주차장,1,시간제 주차장,02-445-8879,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1900,0,0,2025-07-17 18:10,N,무료,Y,유료,120000,1.16801E+12,300,5,300,5,0,0,0,0,0,37.48891907,127.0690719
1496801,개포주공5단지북측(구),강남구 개포동 186-4 ,NS,노상 주차장,1,시간제 주차장,02-445-8879,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1900,0,0,2025-07-17 18:10,N,무료,Y,유료,120000,1.16801E+12,300,5,300,5,0,0,0,0,0,37.48818742,127.0668275
1496801,개포주공5단지북측(구),강남구 개포동 186-4 ,NS,노상 주차장,1,시간제 주차장,02-445-8879,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1900,0,0,2025-07-17 18:10,N,무료,Y,유료,120000,1.16801E+12,300,5,300,5,0,0,0,0,0,37.48881092,127.0687212
1496801,개포주공5단지북측(구),강남구 개포동 186-4 ,NS,노상 주차장,1,시간제 주차장,02-445-8879,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1900,0,0,2025-07-17 18:10,N,무료,Y,유료,120000,1.16801E+12,300,5,300,5,0,0,0,0,0,37.48878771,127.0686649
1496801,개포주공5단지북측(구),강남구 개포동 186-4 ,NS,노상 주차장,1,시간제 주차장,02-445-8879,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1900,0,0,2025-07-17 18:10,N,무료,Y,유료,120000,1.16801E+12,300,5,300,5,0,0,0,0,0,37.48861007,127.0681086
1496801,개포주공5단지북측(구),강남구 개포동 186-4 ,NS,노상 주차장,1,시간제 주차장,02-445-8879,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1900,0,0,2025-07-17 18:10,N,무료,Y,유료,120000,1.16801E+12,300,5,300,5,0,0,0,0,0,37.48822193,127.0669352
1496801,개포주공5단지북측(구),강남구 개포동 186-4 ,NS,노상 주차장,1,시간제 주차장,02-445-8879,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1900,0,0,2025-07-17 18:10,N,무료,Y,유료,120000,1.16801E+12,300,5,300,5,0,0,0,0,0,37.48872644,127.0684764
1496801,개포주공5단지북측(구),강남구 개포동 186-4 ,NS,노상 주차장,1,시간제 주차장,02-445-8879,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1900,0,0,2025-07-17 18:10,N,무료,Y,유료,120000,1.16801E+12,300,5,300,5,0,0,0,0,0,37.48877879,127.068638
1496801,개포주공5단지북측(구),강남구 개포동 186-4 ,NS,노상 주차장,1,시간제 주차장,02-445-8879,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1900,0,0,2025-07-17 18:10,N,무료,Y,유료,120000,1.16801E+12,300,5,300,5,0,0,0,0,0,37.4882493,127.067016
1496801,개포주공5단지북측(구),강남구 개포동 186-4 ,NS,노상 주차장,1,시간제 주차장,02-445-8879,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1900,0,0,2025-07-17 18:10,N,무료,Y,유료,120000,1.16801E+12,300,5,300,5,0,0,0,0,0,37.48890122,127.069018
1496801,개포주공5단지북측(구),강남구 개포동 186-4 ,NS,노상 주차장,1,시간제 주차장,02-445-8879,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1900,0,0,2025-07-17 18:10,N,무료,Y,유료,120000,1.16801E+12,300,5,300,5,0,0,0,0,0,37.48820587,127.0668813
1496801,개포주공5단지북측(구),강남구 개포동 186-4 ,NS,노상 주차장,1,시간제 주차장,02-445-8879,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1900,0,0,2025-07-17 18:10,N,무료,Y,유료,120000,1.16801E+12,300,5,300,5,0,0,0,0,0,37.4888365,127.068802
1496801,개포주공5단지북측(구),강남구 개포동 186-4 ,NS,노상 주차장,1,시간제 주차장,02-445-8879,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1900,0,0,2025-07-17 18:10,N,무료,Y,유료,120000,1.16801E+12,300,5,300,5,0,0,0,0,0,37.488592,127.0680305
1497931,영동대로106길(구),강남구 삼성동 172-21,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,0,0,0,0,2019-09-20 20:33,Y,유료,Y,유료,120000,1.16801E+12,300,5,600,5,0,0,0,0,24000,,
1499502,대림역2 공영주차장(시),구로구 구로동 73-9,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2021-10-07 15:24,N,무료,Y,유료,0,1.15301E+12,260,5,260,5,0,0,0,0,0,,
1499533,제방도로 공영주차장(시),구로구 구로동 69-5,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2021-10-07 16:16,N,무료,Y,유료,0,1.15301E+12,120,5,120,5,0,0,0,0,0,,
1499574,제방도로 공영주차장(시),구로구 구로동 69-5,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2021-10-07 16:16,N,무료,Y,유료,0,1.15301E+12,120,5,120,5,0,0,0,0,0,,
1499707,대림역2 공영주차장(시),구로구 구로동 73-9,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 10:56,N,무료,Y,유료,0,1.15301E+12,260,5,260,5,0,0,0,0,0,37.49568958,126.8937431
1499707,대림역2 공영주차장(시),구로구 구로동 73-9,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 10:56,N,무료,Y,유료,0,1.15301E+12,260,5,260,5,0,0,0,0,0,37.49559378,126.8937715
1499707,대림역2 공영주차장(시),구로구 구로동 73-9,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 10:56,N,무료,Y,유료,0,1.15301E+12,260,5,260,5,0,0,0,0,0,37.49583349,126.8936987
1499707,대림역2 공영주차장(시),구로구 구로동 73-9,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 10:56,N,무료,Y,유료,0,1.15301E+12,260,5,260,5,0,0,0,0,0,37.49607455,126.8936272
1499707,대림역2 공영주차장(시),구로구 구로동 73-9,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 10:56,N,무료,Y,유료,0,1.15301E+12,260,5,260,5,0,0,0,0,0,37.49498319,126.8939716
1499707,대림역2 공영주차장(시),구로구 구로동 73-9,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 10:56,N,무료,Y,유료,0,1.15301E+12,260,5,260,5,0,0,0,0,0,37.49578489,126.893714
1499707,대림역2 공영주차장(시),구로구 구로동 73-9,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 10:56,N,무료,Y,유료,0,1.15301E+12,260,5,260,5,0,0,0,0,0,37.49641257,126.8935327
1499707,대림역2 공영주차장(시),구로구 구로동 73-9,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 10:56,N,무료,Y,유료,0,1.15301E+12,260,5,260,5,0,0,0,0,0,37.49564144,126.8937576
1499707,대림역2 공영주차장(시),구로구 구로동 73-9,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 10:56,N,무료,Y,유료,0,1.15301E+12,260,5,260,5,0,0,0,0,0,37.49554514,126.8937865
1499707,대림역2 공영주차장(시),구로구 구로동 73-9,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 10:56,N,무료,Y,유료,0,1.15301E+12,260,5,260,5,0,0,0,0,0,37.49370015,126.8944444
1499707,대림역2 공영주차장(시),구로구 구로동 73-9,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 10:56,N,무료,Y,유료,0,1.15301E+12,260,5,260,5,0,0,0,0,0,37.4958811,126.8936846
1499707,대림역2 공영주차장(시),구로구 구로동 73-9,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 10:56,N,무료,Y,유료,0,1.15301E+12,260,5,260,5,0,0,0,0,0,37.49612235,126.8936141
1499707,대림역2 공영주차장(시),구로구 구로동 73-9,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 10:56,N,무료,Y,유료,0,1.15301E+12,260,5,260,5,0,0,0,0,0,37.49621973,126.8935861
1499707,대림역2 공영주차장(시),구로구 구로동 73-9,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 10:56,N,무료,Y,유료,0,1.15301E+12,260,5,260,5,0,0,0,0,0,37.49655857,126.8934938
1499707,대림역2 공영주차장(시),구로구 구로동 73-9,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 10:56,N,무료,Y,유료,0,1.15301E+12,260,5,260,5,0,0,0,0,0,37.495401,126.8938322
1499707,대림역2 공영주차장(시),구로구 구로동 73-9,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 10:56,N,무료,Y,유료,0,1.15301E+12,260,5,260,5,0,0,0,0,0,37.49597794,126.8936545
1499707,대림역2 공영주차장(시),구로구 구로동 73-9,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 10:56,N,무료,Y,유료,0,1.15301E+12,260,5,260,5,0,0,0,0,0,37.49365308,126.8944617
1499707,대림역2 공영주차장(시),구로구 구로동 73-9,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 10:56,N,무료,Y,유료,0,1.15301E+12,260,5,260,5,0,0,0,0,0,37.49530513,126.8938633
1499707,대림역2 공영주차장(시),구로구 구로동 73-9,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 10:56,N,무료,Y,유료,0,1.15301E+12,260,5,260,5,0,0,0,0,0,37.49617065,126.8936005
1499707,대림역2 공영주차장(시),구로구 구로동 73-9,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 10:56,N,무료,Y,유료,0,1.15301E+12,260,5,260,5,0,0,0,0,0,37.49636423,126.8935462
1499707,대림역2 공영주차장(시),구로구 구로동 73-9,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 10:56,N,무료,Y,유료,0,1.15301E+12,260,5,260,5,0,0,0,0,0,37.49646154,126.8935186
1499707,대림역2 공영주차장(시),구로구 구로동 73-9,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 10:56,N,무료,Y,유료,0,1.15301E+12,260,5,260,5,0,0,0,0,0,37.49602574,126.8936414
1499707,대림역2 공영주차장(시),구로구 구로동 73-9,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 10:56,N,무료,Y,유료,0,1.15301E+12,260,5,260,5,0,0,0,0,0,37.49535355,126.8938472
1499707,대림역2 공영주차장(시),구로구 구로동 73-9,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 10:56,N,무료,Y,유료,0,1.15301E+12,260,5,260,5,0,0,0,0,0,37.49650954,126.8935068
1499707,대림역2 공영주차장(시),구로구 구로동 73-9,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 10:56,N,무료,Y,유료,0,1.15301E+12,260,5,260,5,0,0,0,0,0,37.49544893,126.8938167
1499707,대림역2 공영주차장(시),구로구 구로동 73-9,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 10:56,N,무료,Y,유료,0,1.15301E+12,260,5,260,5,0,0,0,0,0,37.49660657,126.8934819
1499707,대림역2 공영주차장(시),구로구 구로동 73-9,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 10:56,N,무료,Y,유료,0,1.15301E+12,260,5,260,5,0,0,0,0,0,37.49592921,126.8936699
1499707,대림역2 공영주차장(시),구로구 구로동 73-9,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 10:56,N,무료,Y,유료,0,1.15301E+12,260,5,260,5,0,0,0,0,0,37.4963164,126.8935591
1499707,대림역2 공영주차장(시),구로구 구로동 73-9,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 10:56,N,무료,Y,유료,0,1.15301E+12,260,5,260,5,0,0,0,0,0,37.49573728,126.8937281
1499707,대림역2 공영주차장(시),구로구 구로동 73-9,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 10:56,N,무료,Y,유료,0,1.15301E+12,260,5,260,5,0,0,0,0,0,37.49512714,126.8939235
1499707,대림역2 공영주차장(시),구로구 구로동 73-9,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 10:56,N,무료,Y,유료,0,1.15301E+12,260,5,260,5,0,0,0,0,0,37.49549749,126.8938005
1499735,제방도로 공영주차장(시),구로구 구로동 69-5,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2021-10-07 16:16,N,무료,Y,유료,0,1.15301E+12,120,5,120,5,0,0,0,0,0,,
1499736,제방도로 공영주차장(시),구로구 구로동 69-5,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2021-10-07 16:16,N,무료,Y,유료,0,1.15301E+12,120,5,120,5,0,0,0,0,0,,
1499767,대림역2 공영주차장(시),구로구 구로동 73-9,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 10:56,N,무료,Y,유료,0,1.15301E+12,260,5,260,5,0,0,0,0,0,,
1499776,대림역2 공영주차장(시),구로구 구로동 73-9,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2021-10-07 15:24,N,무료,Y,유료,0,1.15301E+12,260,5,260,5,0,0,0,0,0,,
1499912,대림역2 공영주차장(시),구로구 구로동 73-9,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2021-10-07 15:24,N,무료,Y,유료,0,1.15301E+12,260,5,260,5,0,0,0,0,0,,
1503177,화곡8동 배다리동길(구),강서구 화곡동 890-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:47,N,무료,Y,유료,120000,1.15001E+12,200,5,200,5,0,0,0,0,10000,,
1503181,화곡8동 배다리동길(구),강서구 화곡동 890-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:47,N,무료,Y,유료,120000,1.15001E+12,200,5,200,5,0,0,0,0,10000,,
1503213,화곡8동 배다리동길(구),강서구 화곡동 890-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:48,N,무료,Y,유료,120000,1.15001E+12,200,5,200,5,0,0,0,0,10000,,
1503325,화곡1동 배다리서길(구),강서구 화곡동 914-3,NS,노상 주차장,1,시간제 주차장,02-2607-9113,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:48,N,무료,Y,유료,120000,1.15001E+12,200,5,250,5,0,0,0,0,10000,,
1503334,화곡1동 배다리서길(구),강서구 화곡동 914-3,NS,노상 주차장,1,시간제 주차장,02-2607-9113,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:48,N,무료,Y,유료,120000,1.15001E+12,200,5,250,5,0,0,0,0,10000,,
1503430,등촌3동 구암길(구),강서구 등촌동 695-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:48,N,무료,Y,유료,120000,1.15001E+12,250,5,250,5,0,0,0,0,10000,,
1503473,화곡6동 방죽길(구),강서구 화곡동 1112-1,NS,노상 주차장,1,시간제 주차장,02-2607-9113,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:49,N,무료,Y,유료,0,1.15001E+12,250,5,250,5,0,0,0,0,10000,,
1503518,화곡1동 배다리서길(구),강서구 화곡동 914-3,NS,노상 주차장,1,시간제 주차장,02-2607-9113,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:49,N,무료,Y,유료,120000,1.15001E+12,200,5,250,5,0,0,0,0,10000,,
